rank,name,profile,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
232,Alikam,https://www.openstreetmap.org/user/Alikam,3997418,29,2859,Turkey,818,761,258,385,504,62,12,57,2,41,76,12,10,364,505,0,2,4,1,"{""highway"": 364, ""oneway"": 216, ""name"": 175, ""ref"": 66, ""source"": 41, ""foot"": 31, ""layer"": 27, ""junction"": 26, ""railway"": 25, ""barrier"": 21, ""tunnel"": 19, ""maxspeed"": 15, ""operator"": 13, ""building"": 12, ""service"": 12, ""from"": 12, ""route"": 12, ""to"": 12, ""type"": 12, ""amenity"": 4, ""conveying"": 4, ""electrified"": 4, ""gauge"": 4, ""int_ref"": 4, ""lanes"": 4, ""surface"": 4, ""bridge"": 4, ""access"": 3, ""motor_vehicle"": 3, ""man_made"": 2, ""frequency"": 1, ""voltage"": 1, ""crossing"": 1, ""footway"": 1, ""bicycle"": 1, ""cycleway"": 1, ""bus"": 1, ""public_transport"": 1}","{""highway"": 505, ""oneway"": 324, ""name"": 263, ""ref"": 115, ""source"": 98, ""type"": 57, ""railway"": 52, ""route"": 52, ""operator"": 45, ""from"": 41, ""to"": 41, ""foot"": 39, ""traffic_signals"": 37, ""maxspeed"": 36, ""surface"": 35, ""layer"": 25, ""electrified"": 23, ""gauge"": 23, ""network"": 21, ""lanes"": 15, ""junction"": 12, ""service"": 12, ""bridge"": 11, ""description"": 11, ""public_transport"": 10, ""tunnel"": 10, ""building"": 10, ""int_ref"": 8, ""website"": 7, ""tram"": 6, ""name:en"": 6, ""wikipedia"": 6, ""frequency"": 5, ""voltage"": 5, ""leisure"": 5, ""landuse"": 5, ""barrier"": 4, ""wheelchair"": 4, ""destination"": 4, ""footway"": 4, ""route_master"": 4, ""width"": 3, ""usage"": 3, ""access"": 3, ""damage:date"": 3, ""damage:event"": 3, ""damage:type"": 3, ""destroyed:building"": 3, ""public_transport:version"": 3, ""crossing"": 2, ""bus"": 2, ""lit"": 2, ""waterway"": 2, ""motor_vehicle"": 2, ""name:bg"": 2, ""name:de"": 2, ""name:nl"": 2, ""crossing:island"": 1, ""toilets:wheelchair"": 1, ""route_ref"": 1, ""alt_name"": 1, ""name:ru"": 1, ""name:tr"": 1, ""conveying"": 1, ""bicycle"": 1, ""cycleway"": 1, ""destination:symbol"": 1, ""area"": 1, ""covered"": 1, ""traffic_calming"": 1, ""material"": 1, ""amenity"": 1, ""line"": 1, ""operator:wikidata"": 1, ""via"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
233,JosV,https://www.openstreetmap.org/user/JosV,170722,4,2856,Belgium,2215,92,1,348,190,0,0,10,0,1,2,338,170,2,6,0,0,0,2,"{""building"": 338, ""layer"": 13, ""building:part"": 8, ""addr:city"": 7, ""addr:country"": 7, ""addr:housenumber"": 7, ""addr:postcode"": 7, ""addr:street"": 7, ""addr:suburb"": 7, ""building:min_level"": 2, ""highway"": 2, ""cycleway"": 1, ""maxspeed"": 1, ""name"": 1, ""ref"": 1, ""toll:hgv"": 1}","{""addr:city"": 171, ""addr:country"": 171, ""addr:housenumber"": 171, ""addr:postcode"": 171, ""addr:street"": 171, ""addr:suburb"": 171, ""building"": 170, ""name"": 21, ""ref"": 11, ""network"": 10, ""route"": 10, ""type"": 10, ""from"": 9, ""network:wikidata"": 9, ""network:wikipedia"": 9, ""operator"": 9, ""public_transport:version"": 9, ""to"": 9, ""landuse"": 7, ""highway"": 6, ""admin_level"": 5, ""boundary"": 5, ""website"": 4, ""via"": 3, ""tourism"": 2, ""amenity"": 2, ""phone"": 2, ""wikidata"": 2, ""building:part"": 2, ""network:type"": 1, ""rcn_ref"": 1, ""brand"": 1, ""cuisine"": 1, ""cycleway:right"": 1, ""cycleway:right:oneway"": 1, ""OnroerendErfgoed:criteria"": 1, ""denomination"": 1, ""heritage"": 1, ""heritage:operator"": 1, ""heritage:website"": 1, ""image"": 1, ""place_of_worship:type"": 1, ""ref:OnroerendErfgoed"": 1, ""religion"": 1, ""short_name"": 1, ""source:geometry:date"": 1, ""source:geometry:ref"": 1, ""wikipedia"": 1, ""cycleway"": 1, ""maxspeed"": 1, ""toll:hgv"": 1, ""bicycle"": 1, ""email"": 1, ""disused"": 1, ""historic"": 1, ""inscription"": 1, ""note"": 1, ""bicycle:type"": 1, ""cycle_highway"": 1, ""cycle_network"": 1, ""state"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
234,biketeur,https://www.openstreetmap.org/user/biketeur,173981,10,2846,Germany,0,1,0,0,2845,0,0,0,0,0,0,0,2845,0,0,0,0,0,0,{},"{""building"": 2845, ""addr:housenumber"": 2396, ""addr:street"": 2396, ""addr:city"": 2293, ""addr:postcode"": 2293, ""addr:country"": 2217, ""building:levels"": 2047, ""roof:levels"": 2017, ""roof:shape"": 1063, ""source"": 550, ""addr:suburb"": 172, ""roof:material"": 32, ""roof:orientation"": 31, ""building:material"": 22, ""building:colour"": 4, ""roof:colour"": 3}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
235,QuonAOKI,https://www.openstreetmap.org/user/QuonAOKI,18520452,11,2830,Japan,2153,213,9,415,40,0,0,0,0,0,2,366,3,31,34,0,0,8,3,"{""building"": 366, ""highway"": 31, ""landuse"": 10, ""amenity"": 8, ""name"": 5, ""leisure"": 3, ""healthcare"": 2, ""surface"": 2, ""bicycle"": 1, ""horse"": 1, ""motor_vehicle"": 1, ""width"": 1, ""parking"": 1, ""cuisine"": 1, ""source"": 1}","{""highway"": 34, ""source"": 19, ""name"": 5, ""amenity"": 3, ""building"": 3, ""cuisine"": 2, ""ref"": 2, ""operator"": 2, ""operator:en"": 2, ""operator:ja"": 2, ""operator:wikidata"": 2, ""lanes"": 1, ""maxspeed"": 1, ""name:en"": 1, ""name:ja"": 1, ""name:ja-Hira"": 1, ""name:ja-Latn"": 1, ""surface"": 1, ""bridge"": 1, ""landuse"": 1, ""natural"": 1, ""cables"": 1, ""circuits"": 1, ""frequency"": 1, ""power"": 1, ""voltage"": 1, ""short_name"": 1, ""short_name:en"": 1, ""short_name:ja"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
236,kenziecook2,https://www.openstreetmap.org/user/kenziecook2,18518255,2,2816,Canada,792,1574,345,50,41,14,0,0,0,1,0,0,0,17,0,0,4,0,0,"{""golf"": 50, ""golf_cart"": 17, ""highway"": 17, ""handicap"": 15, ""par"": 15, ""ref"": 15, ""natural"": 2, ""ford"": 1}","{""golf"": 31, ""landuse"": 20, ""source"": 8, ""natural"": 6, ""ref"": 4, ""waterway"": 4, ""handicap"": 3, ""par"": 3, ""leisure"": 1, ""name"": 1, ""cables"": 1, ""circuits"": 1, ""operator"": 1, ""power"": 1, ""voltage"": 1, ""layer"": 1, ""tunnel"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
237,dstravis,https://www.openstreetmap.org/user/dstravis,15332681,5,2814,United States of America,1869,205,657,42,13,16,0,10,2,54,0,0,0,0,2,0,0,0,0,"{""natural"": 55, ""golf"": 42}","{""golf"": 21, ""landuse"": 15, ""type"": 10, ""handicap"": 3, ""par"": 3, ""ref"": 3, ""golf_cart"": 2, ""highway"": 2, ""natural"": 1, ""water"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
238,Dyserth,https://www.openstreetmap.org/user/Dyserth,1892838,24,2789,U.K. of Great Britain and Northern Ireland,1614,566,182,165,232,16,1,13,0,33,3,12,16,42,39,7,10,2,1,"{""natural"": 62, ""highway"": 42, ""seamark:type"": 26, ""barrier"": 23, ""service"": 15, ""name"": 12, ""building"": 12, ""water"": 9, ""landuse"": 8, ""waterway"": 7, ""leisure"": 6, ""sport"": 6, ""historic"": 5, ""lanes"": 5, ""maxspeed"": 5, ""ref"": 5, ""layer"": 5, ""source"": 4, ""source:name"": 4, ""tunnel"": 4, ""intermittent"": 3, ""junction"": 2, ""amenity"": 2, ""man_made"": 2, ""archaeological_site"": 1, ""historic:civilization"": 1, ""area"": 1, ""type"": 1}","{""landuse"": 78, ""name"": 68, ""natural"": 62, ""highway"": 39, ""source"": 25, ""building"": 16, ""historic"": 15, ""route"": 13, ""type"": 13, ""waterway"": 10, ""foot"": 9, ""ref"": 8, ""motor_vehicle"": 8, ""source:name"": 7, ""leaf_type"": 6, ""designation"": 5, ""horse"": 5, ""surface"": 5, ""layer"": 5, ""lanes"": 4, ""bicycle"": 4, ""segregated"": 4, ""water"": 4, ""network"": 4, ""maxspeed"": 3, ""leisure"": 3, ""wikidata"": 3, ""access"": 3, ""barrier"": 3, ""man_made"": 3, ""boat"": 3, ""canoe"": 3, ""tidal"": 3, ""wikipedia"": 2, ""building:levels"": 2, ""sport"": 2, ""leaf_cycle"": 2, ""amenity"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""collection_times"": 1, ""description"": 1, ""manufacturer"": 1, ""operator"": 1, ""operator:wikidata"": 1, ""post_box:type"": 1, ""royal_cypher"": 1, ""wikimedia_commons"": 1, ""highway_authority_ref"": 1, ""junction"": 1, ""area"": 1, ""historic:waterway"": 1, ""historic:highway"": 1, ""building:colour"": 1, ""building:material"": 1, ""landmark"": 1, ""tower:construction"": 1, ""tower:type"": 1, ""addr:housename"": 1, ""lit"": 1, ""width"": 1, ""tunnel"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
239,Frans S,https://www.openstreetmap.org/user/Frans%20S,1962399,15,2786,Syrian Arab Republic,637,1679,248,113,86,23,0,0,0,0,0,111,52,1,30,0,0,0,0,"{""building"": 111, ""landuse"": 1, ""highway"": 1}","{""building"": 52, ""highway"": 30, ""source"": 8, ""landuse"": 4, ""name"": 2, ""service"": 1, ""produce"": 1, ""trees"": 1}","#hotosm-project-14245,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#678,#680,#755,#757",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
240,bastek,https://www.openstreetmap.org/user/bastek,570112,9,2786,Poland,1678,513,310,157,127,1,0,0,0,1,0,28,29,10,26,2,5,0,0,"{""natural"": 65, ""landuse"": 51, ""building"": 28, ""highway"": 10, ""water"": 10, ""name"": 2, ""source:geometry"": 2, ""waterway"": 2, ""layer"": 2, ""generator:method"": 2, ""generator:output:electricity"": 2, ""generator:source"": 2, ""generator:type"": 2, ""power"": 2, ""addr:housenumber"": 2, ""addr:place"": 2, ""addr:postcode"": 2, ""crossing"": 1, ""tunnel"": 1}","{""landuse"": 53, ""source"": 37, ""building"": 29, ""operator"": 27, ""highway"": 26, ""adr_les"": 23, ""ref"": 23, ""name"": 7, ""waterway"": 5, ""source:geometry"": 4, ""addr:housenumber"": 4, ""addr:place"": 4, ""addr:postcode"": 4, ""addr:city:simc"": 3, ""source:addr"": 3, ""layer"": 2, ""tunnel"": 2, ""tracktype"": 2, ""building:levels"": 2, ""natural"": 2, ""_SITE_CODE_"": 1, ""area:size:ha"": 1, ""established"": 1, ""leisure"": 1, ""protect_class"": 1, ""protection_title"": 1, ""protection_title:pl"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""castle_type"": 1, ""historic"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
241,obraynt456,https://www.openstreetmap.org/user/obraynt456,12114869,18,2776,Kenya,2031,78,269,366,29,3,0,0,0,4,9,317,1,15,12,7,2,0,2,"{""source"": 329, ""building"": 317, ""highway"": 15, ""natural"": 15, ""barrier"": 12, ""waterway"": 7, ""layer"": 5, ""name"": 4, ""tunnel"": 4, ""place"": 2, ""wikidata"": 1, ""wikipedia"": 1, ""wetland"": 1, ""man_made"": 1, ""power"": 1}","{""name"": 17, ""highway"": 12, ""place"": 7, ""railway"": 4, ""informal"": 4, ""barrier"": 3, ""website"": 3, ""oneway"": 3, ""ref"": 3, ""amenity"": 2, ""operator"": 2, ""maxspeed"": 2, ""source"": 2, ""landuse"": 2, ""waterway"": 2, ""cables"": 1, ""power"": 1, ""voltage"": 1, ""addr:city"": 1, ""leisure"": 1, ""lanes"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""building"": 1, ""industrial"": 1, ""resort"": 1, ""tourism"": 1, ""grades"": 1, ""operator:type"": 1, ""residential"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
242,Tinker Bel,https://www.openstreetmap.org/user/Tinker%20Bel,18451504,6,2775,Syrian Arab Republic,2282,113,15,344,18,3,0,0,0,1,0,305,3,39,11,0,0,0,0,"{""building"": 305, ""highway"": 39, ""surface"": 25, ""landuse"": 1}","{""highway"": 11, ""landuse"": 4, ""int_ref"": 3, ""ref"": 3, ""source"": 3, ""building"": 3, ""layer"": 1}","#hotosm-project-14246,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps,#hotosm-project-14230,#AKDN",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
243,PCoolen,https://www.openstreetmap.org/user/PCoolen,486389,9,2764,Turkey,1609,250,584,207,32,82,0,0,0,0,0,207,24,0,5,0,0,0,0,"{""building"": 207}","{""building"": 24, ""highway"": 5, ""admin_level"": 3, ""boundary"": 3, ""source"": 3}","#hotosm-project-14226,#helpngo,#awsmapathon,#TürkiyeEQ060223,#turkiye,#turkey",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
244,DMcDowall,https://www.openstreetmap.org/user/DMcDowall,8815318,20,2763,Syrian Arab Republic,1509,614,244,328,31,37,0,0,0,0,1,324,18,4,7,0,0,0,0,"{""building"": 324, ""highway"": 4, ""source"": 2}","{""building"": 18, ""highway"": 7, ""source"": 5, ""landuse"": 5, ""name"": 3, ""name:ar"": 2, ""name:azb"": 2, ""name:fa"": 2, ""name:kmr"": 2, ""name:ks"": 2, ""name:pnb"": 2, ""name:ur"": 2, ""name:ku"": 1, ""name:ru"": 1, ""place"": 1}","#hotosm-project-14245,#TürkiyeEQ060223,#Syria,#OMHAP,#MissingMaps",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
245,HaPe-CZ,https://www.openstreetmap.org/user/HaPe-CZ,11276832,41,2748,"United States of America,Canada",1837,463,95,178,149,11,3,12,0,39,38,53,7,44,120,0,0,0,2,"{""barrier"": 67, ""building"": 53, ""highway"": 44, ""landuse"": 39, ""oneway"": 28, ""power"": 18, ""ref"": 15, ""name"": 14, ""access"": 12, ""area"": 11, ""layer"": 8, ""height"": 7, ""tiger:county"": 7, ""source"": 7, ""access:conditional"": 5, ""lanes"": 5, ""tiger:cfcc"": 5, ""tiger:name_base"": 5, ""maxspeed"": 4, ""tiger:name_type"": 4, ""type"": 3, ""railway"": 2, ""maxspeed:conditional"": 2, ""surface"": 2, ""tiger:name_base_1"": 2, ""restriction"": 2, ""board_type"": 1, ""information"": 1, ""tourism"": 1, ""motorcar"": 1, ""note"": 1, ""bridge"": 1, ""electrified"": 1, ""gauge"": 1, ""operator"": 1, ""usage"": 1, ""hgv"": 1, ""basin"": 1, ""intermittent"": 1, ""natural"": 1, ""water"": 1, ""NHS"": 1}","{""highway"": 120, ""ref"": 84, ""oneway"": 78, ""source"": 71, ""name"": 62, ""lanes"": 43, ""barrier"": 41, ""tiger:county"": 36, ""maxspeed"": 29, ""tiger:name_base"": 28, ""tiger:cfcc"": 25, ""surface"": 15, ""access"": 14, ""tiger:name_type"": 14, ""type"": 12, ""railway"": 11, ""NHS"": 11, ""tiger:name_base_1"": 10, ""route"": 10, ""network"": 9, ""motorcar"": 8, ""symbol"": 8, ""building"": 7, ""bicycle"": 7, ""operator"": 7, ""hgv"": 7, ""attribution"": 6, ""geobase:acquisitionTechnique"": 6, ""area"": 6, ""layer"": 6, ""boundary"": 5, ""electrified"": 5, ""gauge"": 5, ""service"": 5, ""is_in:state"": 5, ""addr:city"": 4, ""foot"": 4, ""horse"": 4, ""motorcycle"": 4, ""expressway"": 4, ""maxspeed:conditional"": 4, ""wikipedia"": 4, ""addr:housenumber"": 3, ""addr:street"": 3, ""admin_level"": 3, ""usage"": 3, ""intermittent"": 3, ""natural"": 3, ""water"": 3, ""wikidata"": 3, ""amenity"": 2, ""access:conditional"": 2, ""traffic_signals:direction"": 2, ""government"": 2, ""opening_hours"": 2, ""website"": 2, ""source:name"": 2, ""bridge"": 2, ""disused:highway"": 2, ""landuse"": 2, ""political_division"": 2, ""note"": 1, ""access:delivery"": 1, ""traffic_signals"": 1, ""public_transport"": 1, ""train"": 1, ""board_type"": 1, ""information"": 1, ""tourism"": 1, ""old_railway_operator"": 1, ""parking"": 1, ""addr:postcode"": 1, ""height"": 1, ""operator:wikidata"": 1, ""direction"": 1, ""unsigned_ref"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
246,Nadeaua,https://www.openstreetmap.org/user/Nadeaua,9106676,6,2739,Canada,1834,422,150,234,82,14,0,3,0,43,31,9,10,161,50,10,7,42,3,"{""highway"": 161, ""service"": 82, ""surface"": 63, ""amenity"": 42, ""parking"": 41, ""power"": 26, ""name"": 12, ""bicycle"": 12, ""layer"": 10, ""waterway"": 10, ""building"": 9, ""natural"": 8, ""shop"": 7, ""lanes"": 6, ""entrance"": 5, ""oneway"": 5, ""tunnel"": 5, ""man_made"": 4, ""source"": 4, ""wetland"": 4, ""landuse"": 3, ""access"": 3, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:province"": 2, ""addr:street"": 2, ""brand"": 2, ""brand:wikidata"": 2, ""brand:wikipedia"": 2, ""tourism"": 2, ""barrier"": 2, ""source:name"": 2, ""attribution"": 2, ""addr:postcode"": 1, ""office"": 1, ""salt"": 1}","{""highway"": 50, ""surface"": 38, ""name"": 31, ""power"": 25, ""source"": 24, ""lanes"": 23, ""oneway"": 17, ""maxspeed"": 12, ""building"": 10, ""landuse"": 10, ""natural"": 7, ""waterway"": 7, ""NHS"": 6, ""ref"": 6, ""cycleway:right"": 6, ""operator"": 4, ""operator:wikidata"": 4, ""amenity"": 3, ""traffic_signals"": 3, ""attribution"": 3, ""operator:wikipedia"": 3, ""voltage"": 3, ""addr:city"": 3, ""addr:housenumber"": 3, ""addr:postcode"": 3, ""addr:street"": 3, ""service"": 3, ""type"": 3, ""shop"": 2, ""sidewalk"": 2, ""water"": 2, ""addr:province"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""charging_station:output"": 1, ""traffic_signals:direction"": 1, ""source:name"": 1, ""destination:ref"": 1, ""destination:street"": 1, ""cycleway"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1, ""man_made"": 1, ""mooring"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""phone"": 1, ""layer"": 1, ""tunnel"": 1, ""alt_name:en"": 1, ""alt_name:fr"": 1, ""estuary"": 1, ""name:en"": 1, ""name:eu"": 1, ""name:fr"": 1, ""tidal"": 1, ""admin_level"": 1, ""boundary"": 1, ""ref:qc"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
247,OilStation,https://www.openstreetmap.org/user/OilStation,8102530,8,2736,China,1712,765,67,85,100,5,0,2,0,3,13,0,0,72,99,0,0,1,6,"{""highway"": 72, ""surface"": 30, ""lanes"": 21, ""source"": 21, ""access"": 5, ""landuse"": 5, ""barrier"": 4, ""oneway"": 4, ""magic_wand"": 4, ""natural"": 4, ""trail_visibility"": 4, ""name"": 3, ""water"": 2, ""bicycle"": 2, ""parking:both"": 2, ""parking:both:markings"": 2, ""parking:both:orientation"": 2, ""lift_gate:type"": 1, ""noexit"": 1, ""layer"": 1, ""tunnel"": 1, ""amenity"": 1, ""foot"": 1, ""horse"": 1, ""tracktype"": 1, ""width"": 1, ""smoothness"": 1, ""aeroway"": 1, ""level"": 1, ""construction"": 1, ""residential"": 1, ""lane_markings"": 1, ""narrow"": 1, ""service"": 1}","{""highway"": 99, ""oneway"": 33, ""surface"": 30, ""lanes"": 25, ""source"": 17, ""name"": 11, ""access"": 7, ""amenity"": 6, ""fee"": 4, ""name:en"": 4, ""crossing"": 2, ""healthcare"": 2, ""cycleway"": 2, ""lane_markings"": 2, ""fixme"": 2, ""layer"": 2, ""tunnel"": 2, ""construction"": 2, ""narrow"": 2, ""landuse"": 2, ""network"": 2, ""network:type"": 2, ""route"": 2, ""type"": 2, ""bus"": 1, ""public_transport"": 1, ""shop"": 1, ""direction"": 1, ""tourism"": 1, ""crossing:barrier"": 1, ""railway"": 1, ""barrier"": 1, ""changing_table"": 1, ""maxspeed"": 1, ""maxspeed:type"": 1, ""note"": 1, ""ref"": 1, ""smoothness"": 1, ""admin_level"": 1, ""boundary"": 1, ""tracktype"": 1, ""width"": 1, ""noname"": 1, ""mofa"": 1, ""trail_visibility"": 1, ""parking"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
248,erkinalp,https://www.openstreetmap.org/user/erkinalp,113816,22,2724,Turkey,1595,408,253,147,270,46,0,5,0,0,5,1,3,118,248,2,1,2,0,"{""highway"": 118, ""name"": 27, ""oneway"": 21, ""source"": 20, ""man_made"": 11, ""service"": 6, ""natural"": 6, ""landuse"": 5, ""ref"": 5, ""maxspeed"": 3, ""junction"": 2, ""leisure"": 2, ""sport"": 2, ""surface"": 2, ""amenity"": 2, ""destination"": 2, ""lit"": 2, ""waterway"": 2, ""building"": 1, ""cutting"": 1, ""embankment"": 1, ""layer"": 1, ""tunnel"": 1, ""boat"": 1, ""canoe"": 1, ""motorboat"": 1, ""salt"": 1, ""ship"": 1, ""tidal"": 1, ""water"": 1, ""place"": 1, ""informal"": 1, ""sac_scale"": 1, ""smoothness"": 1, ""trail_visibility"": 1}","{""highway"": 248, ""name"": 146, ""source"": 70, ""oneway"": 35, ""ref"": 13, ""landuse"": 12, ""maxspeed"": 11, ""surface"": 7, ""operator"": 6, ""lanes"": 6, ""lit"": 6, ""natural"": 5, ""type"": 5, ""route"": 4, ""public_transport"": 3, ""power"": 3, ""destination"": 3, ""name:en"": 3, ""building"": 3, ""layer"": 3, ""aerialway"": 2, ""int_ref"": 2, ""minspeed"": 2, ""toll"": 2, ""bridge"": 2, ""leisure"": 2, ""from"": 2, ""to"": 2, ""colour"": 1, ""design"": 1, ""material"": 1, ""structure"": 1, ""bus"": 1, ""turning_circle"": 1, ""junction"": 1, ""service"": 1, ""note"": 1, ""residential"": 1, ""place"": 1, ""website"": 1, ""waterway"": 1, ""denomination"": 1, ""religion"": 1, ""admin_level"": 1, ""boundary"": 1, ""smoothness"": 1, ""electrified"": 1, ""frequency"": 1, ""gauge"": 1, ""railway"": 1, ""railway:etcs"": 1, ""usage"": 1, ""voltage"": 1, ""tunnel"": 1, ""noname"": 1, ""substation"": 1, ""opening_hours"": 1, ""wheelchair"": 1, ""alt_name:cs"": 1, ""name:cs"": 1, ""name:de"": 1, ""name:el"": 1, ""name:es"": 1, ""name:et"": 1, ""name:eu"": 1, ""name:fr"": 1, ""name:fy"": 1, ""name:nn"": 1, ""name:pl"": 1, ""name:ru"": 1, ""name:zh"": 1, ""wikidata"": 1, ""wikipedia"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
249,MNXANL,https://www.openstreetmap.org/user/MNXANL,10537336,4,2716,China,2649,0,0,44,16,0,7,0,0,0,0,0,0,4,7,0,0,0,1,"{""natural"": 36, ""type"": 7, ""highway"": 4}","{""source"": 9, ""highway"": 7, ""landuse"": 3, ""power"": 2, ""fixme"": 1, ""natural"": 1, ""water"": 1, ""amenity"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
250,wzdxs,https://www.openstreetmap.org/user/wzdxs,18497146,4,2710,India,2100,154,44,393,13,6,0,0,0,11,0,353,0,5,10,0,1,0,0,"{""building"": 353, ""landuse"": 35, ""leisure"": 11, ""highway"": 5, ""bridge"": 1, ""layer"": 1}","{""highway"": 10, ""source"": 3, ""landuse"": 2, ""alt_name"": 1, ""name"": 1, ""waterway"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
251,freeExec,https://www.openstreetmap.org/user/freeExec,499800,2,2709,Russian Federation,396,2197,8,57,47,0,1,3,0,0,1,10,0,13,21,0,1,1,0,"{""landuse"": 32, ""residential"": 32, ""highway"": 13, ""building"": 10, ""surface"": 4, ""name"": 4, ""natural"": 2, ""bridge"": 2, ""layer"": 2, ""amenity"": 1, ""junction"": 1, ""oneway"": 1, ""type"": 1}","{""highway"": 21, ""name"": 9, ""surface"": 7, ""name:etymology:wikidata"": 3, ""natural"": 3, ""type"": 3, ""place"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""addr:country"": 1, ""addr:district"": 1, ""addr:region"": 1, ""name:en"": 1, ""name:ru"": 1, ""source"": 1, ""crossing"": 1, ""waterway"": 1, ""water"": 1, ""leaf_cycle"": 1, ""leaf_type"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
252,Younghun,https://www.openstreetmap.org/user/Younghun,18326079,6,2709,Uganda,2478,0,0,220,11,0,0,0,0,0,0,88,0,132,10,0,0,0,0,"{""highway"": 132, ""building"": 88}","{""highway"": 10, ""boundary"": 1, ""name"": 1, ""note"": 1, ""operator"": 1, ""operator:type"": 1, ""source"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
253,MikaHakinen,https://www.openstreetmap.org/user/MikaHakinen,11048809,13,2708,Bulgaria,2582,0,0,56,70,0,0,0,0,0,0,0,0,0,43,0,4,0,0,"{""natural"": 45, ""landuse"": 11}","{""highway"": 43, ""surface"": 33, ""oneway"": 32, ""lanes"": 28, ""int_ref"": 27, ""maxspeed"": 27, ""name"": 27, ""ref"": 27, ""alt_name"": 25, ""int_name"": 25, ""name:en"": 25, ""short_name"": 25, ""natural"": 22, ""maxspeed:conditional"": 12, ""layer"": 7, ""foot"": 6, ""turn:lanes"": 6, ""sidewalk"": 5, ""leaf_type"": 4, ""waterway"": 4, ""cutting"": 4, ""bridge"": 4, ""access"": 4, ""source"": 3, ""sac_scale"": 3, ""trail_visibility"": 3, ""nat_ref"": 2, ""placement"": 2, ""transit:lanes"": 2, ""incline"": 1, ""mtb:scale"": 1, ""mtb:scale:uphill"": 1, ""abandoned"": 1, ""ele"": 1, ""intermittent"": 1, ""destination"": 1, ""destination:int_ref"": 1, ""fixme"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
